text,sentiment
I quite liked the heavy scent of this product and I enjoyed how smooth and easy it was to apply. The product is thin and even in winter I used it under my sunscreen with no issues. I would buy again,2
"It’s true, this is an aqua bomb! My face feels so amazing. It’s hydrated all day. I’m obsessed with using this product along side the toner. My pores are gone, my redness is controlled. My skin is left feeling amazing. All. Day. Long!",2
"I absolutely loved the way this product felt on my skin and I could see a noticeable difference after 7 days of continuous use. The only problem I have with it is the smell. I know one of the product features is clean unscented beauty, but putting something on your face that smells like wet dog is a bit distracting from that key feature. It doesn’t last, but it does have a strong initial scent.",1
"Great moisturizer, my skin gets so dry from the sun and from the heater in the winter, this has been my go to since I got it. Works great",2
Such a great skincare product! I love Glow Recipe already and own multiple skincare products so i knew this one would definitely be no exception. It is so easy to apply and makes me skin glow. It also makes my skin feel hydrated and moisturized.,2
"I received this item free from Influenster to review. Ok I’ve used this everyday for 3 weeks as a primer and at night with my regular skin care routine. It’s awesome as a primer! I’ve tried it with light, medium and full coverage foundations. Instantly makes my skin all glowy an dewy. I haven’t had an issue with any of my foundations. They all lay beautifully on top. Now  i only gave it 4 stars because I have not seen my dark spot fade at all but I will continue using up the bottle",1
"Complimentary from Dermalogica. This delivers exactly what it promises.  I especially like using it after cleansing because this exfoliate gives my skin a extra boost. And my skin looks clearer, brighter and so soft.",2
"I never really spend over $3 on a pack of cotton pads. I heard so many great things about it I decided to try this $10 pack of cotton pads. From the first use I could tell the difference. This product is crazy soft, which is ideal for the eye area. I honestly will never use anything else. Worth every penny. Would recommend to everyone!!!",2
Background: had 6 dental surgeries in a span of 8 months and this took a toll on my lips. I needed more than just good chapstick. I found this and though I’ll try it since it isn’t even expensive. I cannot tell you how hydrating this is. I do not wake up with cracked bleeding lips anymore. A little goes a long way so this is a LOT of product in the jar. I feel this is a must have for normal lips too. I’m excited to try Laneige’s other products and really digging k-beauty.,2
This moisturizer has great texture and thin enough for hotter days. I have dry cheeks and this was very comfortable on my skin.  It didn’t leave my skin oily. It has a    slight smell but definitely overpowering.,2
One of my favorite creams ever. It boosts the effects of all the other products I use it with. Worth the buy!,2
It works! I applied it with face lotion for a week so far and it made my skin much better. I’m planning to combine this product with granactive retinoid *2% emulsion now hopefully it works even better.,2
this stuff is reallly nice. it goes on smooth and is not sticky at allll. the smell is amazing.like a rose and mint basically. just buyyyy it! i usually just slather it on thick and let it soak into my lips,2
Love this moisturizer. It gives your skin hydration and well as a dewy look. It’s thick in consistency but it applies beautifully and it is not heavy on the skin. It does have a slight scent but not too much. Great product overall.,2
"Love this! I usually use scrubs, and wanted to ease my way into using exfoliating acids. This is a really great transition product because you get the best of both worlds, and still get to rinse before applying moisturizers. Super pleasant texture and smell, and your skin feels like butter afterward! Careful not to get it near your eyes.",2
Love this classic salve.  My grand mothers swore by it.  I loved it as kid and I love it now.  It makes me smile about my grandmother’s every time I use it.  Love that I can now get this in a store again.  Great for dry chapped winter lips.  The rose scent is lovely and brings back wonderful childhood memories.  Had not seen it for years in stores I love that SEPHORA carries it.,2
"After over a month of use, I can’t say this did anything good or bad for my skin. Honestly, I was expecting my skin to react badly to it, but I’ve also seen no improvement in my skin. My blemishes last just as long and are just as irritated, the texture and hyper-pigmentation is just as it was before using it. The tacky, no frills formula doesn’t bother me and I use it day and night. I haven’t had issues with pilling under makeup but I also try not to rub products on top of it. For the price, give it a try but don’t expect miracles. This unfortunately is a pass for me.",0
This has been my go-to cleanser for the last 3 years. I’ve never stuck with a face wash or brand for such a long period of time. This is great for my combination skin. Not over drying and doesn’t irritate my sensitive skin. Virtually no acne breakouts (other than a seldom hormonal blemish) since my first month of use.,2
"Just ordered this product but then a skin care blogger posted about how bs it is that this brand touts that it’s all organic while this contains plastic! So disappointed! I thought that by going organic, it wouldn’t contain plastic. Going to return as soon as I receive it",0
I used this product on my hair and loved the effects from it ! Left my ends feeling much healthier,2
"I’ve been using this product for years!!! i love it and i love First Aid Beauty in general. I used to use their red clay cleanser also, which does a great job as well. But in my opinion is better for taking off excess makeup/oil. i use it in the shower/every morning and i genuinely feel so fresh and clean. It gives you that nice clean feeling without completely drying out your skin too! I also use the FAB moisturizer afterwards, which is great for sensitive, yet combination skin.",2
"This has become a must have for me. It literally takes off every bit of makeup, even mascara. I actually got it because I had waterproof mascara and hated it because it was such a pain to take off. My friend recommended this to me and now I can’t go without it!",2
"I love this product. Smells amazing, leaves a nice gloss and I wake up the next morning with plump and hydrated lips. 100% recommend!",2
"I spent my reward points on a box of 3, and now I’m hooked! I purchased a box of 5 treatments after using up the trial, I’ve used one treatment every 4 days and my skin is totally transformed! My acne is dramatically reduced, and other than BB creme, I’m wearing no makeup. I really wish it weren’t so expensive, but it is worth it to have something that works. As everyone else says, moisturize, but I have sensitive, acne prone skin and the dryness has been very minimal, and there is no irritation. I highly recommend!",2
I have been using this moisturizer since last summer & I absolutely love it. It keeps my face hydrated during the day and I also apply it at night! My skin changed with seasons and this is a product that stays consistent with my skin! It’s not oily but it gives my skin enough glow to make it look hydrated!,2
"The mask loses the “minty” feeling after a third into the tube. Since the “minty” feeling disappeared, the  mask is nothing special The cap is on tight after each use!",1
I love this oil. I have acne prone . And mainly oily skin I want safaris I’d break out and get more oily but nope . My skin just feels hydrated and plump .it even soothes it when irritated  I use it in mixture with the tlc serum .. AMAZING . I wake up to glowy hydrated skin,2
"Don’t get me wrong the product works, but it left this weird blurry film on my eyes.",1
I’ve tried so many different patches and these are the only ones that actually work! Visibly shrinks the worst of pimples in just one night.,2
"Completely melts make-up and leaves my skin very soft, with little residue. And a jar lasts me a whole month. I’ve probably repurchased this product more than any other skincare or makeup item in the past year.",2
"awesome results, I use this product day and night, though it is meant for night. I love how smooth it glides on and the intense moisturizer it has. plus it has long lasting moisture so you don’t need to constantly apply. the rich formula is so comfortable as well. its now the only lip cosmetic I use!",2
This is by far the best moisturizer I have ever used. It is so creamy and hydrating and is not greasy. It doesn’t have a strong smell and makes my face feel so soft! My nose area gets really dry and flaky but this moisturizer always helps repair it. Highly recommend to anyone with dry skin.,2
"Yes! Finally found it! I’ve tried numerous vitamin c serums (Drunk Elephant, Ole Henrickson, Sunday Riley, Murad) and love this one! It’s the best as far as consistency (more watery (like an essence) and smell (very lightweight and almost no smell IMO). It’s also caused no breakouts for me! Hallelujah! Definitely worth trying this vitamin C serum for its brightening and anti-aging benefits.",2
I was gifted this from Caudalie but I really like this serum. It has a light scent and a milky texture. It’s easy to apply and a little bit goes a long way. I definitely could tell right away that my skin had a radiant look and appeared brighter. I can still see traces of my dark spots but they slightly improved. #freeproduct #trywithtopbox,1
This is my absolute favorite cleanser. It’s so creamy and light and lathers like a dream. My skin is left feeling clean but not stripped. I’ve noticed my skin has been almost completely clear and hydrated since I started using this. It really does make my skin look very dewy and it works wonders for pores. A little goes a long way and is still very effective. This is the perfect cleanser and is absolutely worth the splurge.,2
"My nose is always stuffed up because of my everlasting allergies. Which means I am a mouth breather, so my lips are always dry. I tried this lip mask and it leaves your lips so soft! I apply this not only at night, throughout the day works for me. There doesn’t seem to be a tint it goes on clear but that’s ok b/c I have pink lips anyway. My lips feel so moisturized.",2
"Disclaimer, I love putting heavy feeling cream on my face. Yes, this isn’t a light weight cream. But it doesn’t feel like it. My skin absorb it really fast and I don’t feel like I put butter. I put this cream on the weekend when i know it will stay for a while. If my skin feel dry after a fay outside, it’s my to go cream.",2
"After using it for a week, my pimples have mostly gone flat, but it does leave an ugly scar, which other products leave as well. As well, this product does dry out your face, like it says so pair it with very moisturizing lotion! It made my face peel but that’s alright because some of the scars are peeling off.",1
"Now, if you’ve got the money and enjoy a lux moment, go on & get it lol, I really don’t hate it, I’m just careful about where my money goes ;) I’m not giving this product 2 stars because I think it’s bad, it’s not bad at all.. I love Tatcha, but there’s so many hydrating sprays out there that do the same thing for a fraction of the price, literally I got one from the drug store that’s the same size as their full-size for like $10 that was just as good. I’m glad I got the smaller bottle because I don’t really like it for a setting spray over makeup, for me it’s really only good for extra moisture over skin care. That and I’d rather use it on their other products that really do offer real results and are worth the price. This is probably the only product I’ve tried from Tatcha (and I’ve tried many) that isn’t worth the price.",0
"I love this product so much. Overall, this brand is fantastic, but this moisturizer is my favorite. I have super sensitive, really dry skin in the winter and fall, but this product has given me the best skin ever! Super moisturizing without making my skin oily, and no irritation. My favorite moisturizer.",2
I use it before bed and it makes such a difference. It’s a wonderful product and their water mask for the face is great too! I love Korean beauty products,2
"I received this product complimentary from Dermalogica. This oil cleanser effortlessly melts away my makeup and SPF at the end of the day. I love how easily it breaks down my mascara for a fuss-free cleansing experience. It also leaves my dry skin feeling clean, hydrated, and nourished. This cleanser has a pleasant and subtle fragrance to it, which I love because I’ve found sometimes cleansers have too strong of a fragrance for me.",2
It was just ok when I first tried it. Decided to keep it and finish the product. After 3 weeks of use. It dried my out so bad. I have red dry patches around my eyes. Very disappointed,0
I was very excited to try this product. Unfortunately it caused my skin to be extra greasy to the point that grease was dripping off my face. Extremely disappointed in this product.,0
"I received this product to review from Influenster. The eucalyptus smell is amazing -- reminds me of a spa. The toner makes my face feel a bit sticky afterwards, but it keeps the afternoon oily T-Zone away. I definitely think this should be used in conjunction with the facial cleanser and moisturizer to see the full effects. My skin looks radiant and is becoming more clear everyday.",2
Amazing Moisturizer . I’m on accutane and have been using this for the last month and my skin has felt so much smoother and my texture (from dryness) is going away.,2
Love this product! The size of the item is totally worth the price.  I made everyone in my family try it. Lol,2
I have combo skin and this is great for dry spots and healing blemishes (helps the makeup stay on the area).,2
"This product comes in an unassuming brown bottle, but truly has many uses. I bought this on a whim and it was such a great purchase-- a little goes a long way, and I feel good knowing there are no hidden synthetic ingredients.I have been using this as a hair serum at night and have already noticed a difference in the softness of my hair after a few weeks.The bottle travels well and as it can be used for so many things, I am pleased to take this with me everywhere I travel.",2
"This product is not worth the hype. It has a STRONG and overpowering smell that I could not get past. Also, the smallest size is hard to dispense the product from, you have to put it upside and tap it into your open palm, and then spread it to your face. A lot of product is lost this way.",0
Amazing!! This product ACTUALLY WORKS. Wish I had this as teenager,1
"First of all this serum smells amazing which is a bonus but most importantly upon putting it on my skin, i can feel my skin becoming so soft. It creates such a smooth feel while helping to diminish dark spots. I love it!! I also received this product complimentary for testing purposes.",2
"I’m about a week into using this toner and I’m LOVING it! First, the smell is delicious! But ultimately it’s the effect on my skin I’m dying over! I have combination skin and I have see a dramatic difference in my pores (tgod)",1
My skin feels softer and my wrinkles look smoother after using Clinique Smart Clinical repair. I received this complimentary sample and can wait to buy it to include it in my daily beauty routine.,2
"I love Fresh. They make the most well thought out products and I was excited to see the pore refining claims on a daily exfoliant. It absolutely refined my pores. I literally noticed the next day, but I also noticed the massive breakout I had every time I used it. Like little red blemishes all over where the product was. I’m not allergic to strawberry; so, I don’t know why I broke out. Returning.",1
"wanted to love this product bc I love glow recipe. I tried it 3 different times in diff ways to fix the peeling. nothing really worked. It smells amazing, but their are far better options you don’t have to try to work with to keep from peeling.",1
I am a huge fan of this toner! It smells great and it works great! I have acne and dry skin and this helps all of it!,2
This stuff is amazing! I’m totally obsessed with it now! It made my lips even bigger because of how well it moisturizes.,2
"I really like this product, it’s good for my sensitive skin, has a weird fragrance but it doesn’t bother me. And it’s just a nice daily exfoliant",2
"I really liked Ole Hendrickson’s Cold Plunge Mask. This was received complementary by Influenster and I am so glad to be exposed to this product. I saw an instant decrease in my pokes and for a product meant for oily skin, it did not dry out my dry skin any further. I would recommend this to people with large pores. I received this product complimentary for review purposes.",2
i love this product. i have sensitive dry skin so make up removal can be really drying and stripping. this product leaves my skin feeling balanced and not greasy. highly recommend,2
"I love this cleansing oil but find it much too dense to use with dry hands and dry face. I use wet hands, one pump only on my combination skin to remove makeup, then massage with more water before moving on to the exfoliating cleanser.",1
"Game changer lip mask! I was always the person who never needed any lip balm as my lips were never dry no matter what season it was. Somehow last year my lip was just so dry that nothing helped, Vaseline, vegan lip balm, lip butter, etc. I saw this and decided to try it. I can say 3 months later my lips have changed and are back to the normal healthy hydrated levels. I can even skip using it and my lips are still perfectly hydrated even during this cold weather. A little goes a long way with this so I feel this jar will last me forever. I dab a little on my lips at night and just wake up with soft and hydrated lips.",2
My skin gets so dried out in air conditioned environments. I love the instant revitalization my skin gets with this spray. It’s great for a hot day too! Love it.,2
I liked the product. It feels very light when applied. But it gets very tight when it dried down. Wait till the product is dry before putting any other product over it. I felt the product just just doesn’t do its thing as well if you just put cream after cream after cream on.,1
"Just wao!!! My lips look so hydratated, pink and natural. O loved this. One of the best I’ve ever used",2
In bought this hoping it would help with some dark spots I have . I got it as a sample thankfully because I have been using it daily for weeks and it hasn’t done anything at all.,0
"Such a great product! I have combination skin and it works perfectly. My skin is hydrated and soft, not to mention the healthy shine this moisturizer gives. Then there’s the scent - amazing! My new favorite!!!",2
"This moisturizer obviously smells incredible! The watermelon scent is so fresh and strong. I have been using it morning and night and it moisturizes well! I spray my face with toner first and apply a small dab everywhere, it brightens and softens my skin. I received this product gifted by Glow Recipe.",1
This is a must if you have problems with lips. You will wake up with silky soft lips. HG product❤️! (Also packaging is so cute☺️ :),2
I’ve bought a LOT of lip balms recently - this is the best.,2
"I’ve been using this cotton for over 10yrs ... It’s pricy but worth every penny, separate the square you get two application. Highly recommended.",2
"Super gentle in my skin, and removes my waterproof mascara with no problems!! Only con is that it’s sometimes hard to find in stock.",2
I already emptied a bottle and got a complimentary from supergoop! So exciting as this is my go to SPF when I go to work if I am applying make up! Literally unseen no peel off no I mean no white cast and best part non fragrant and super easy to apply! I have a oily skin and haven’t experienced any break outs so loving this very product!,2
"This cream is definitely a must-have, it worked so well for me! Didn’t cause any break outs, it minimized my pores, and it hydrated my skin without leaving it feeling greasy. The only reason I’m giving it four stars is because of the size, I ordered the mini and I knew it’d be smaller but I was surprised at how small it actually was. Lasted a few weeks though, and it’s a lot more affordable than the regular size so I don’t mind paying for it. I might buy the regular and see how that goes. Overall a game changer!",1
"I have super dry skin, but this product with just one use made my skin feel like silk! The product is not heavy or greasy in any way and my skin just drinks up the product. It is a plus that it smells wonderful! The only issue that i have with this product is the price, way too expensive.",2
"It is a good product, provides gentle and nice exfoliation, can’t complain about the quality and the effects. The skin is left fresher and more smooth, but... I feel like it is really overpriced (two stars off for that). There isn’t anything THAT special in the ingredients or the effects for this to cost so much. I’ve tried multiple chemical peels, and the cheaper ones do just as well (for example Ordinary), and my favorite ones by far are enzyme powder peels, which really do magic and are extra gentle and easier to use. I got this product as a free sample, and while I quite liked it, I wouldn’t buy or recommend it just because of the price. Unless you really want to waste some money, get something cheaper, it won’t compromise the quality or results you get.",1
"I think anything that has to do with this brand I absolutely love!! At first I did not know what to expect. Haven’t tried it for too long, but so far so good!",1
"I just realized after reading the comments that you’re supposed to use it on a dry face while I’ve been using it on my wet face, but it still cleans my face and I feel so refreshed after. You feel as if all the gunk from inside has just been washed away, no matter what the taste does get into my mouth like others have said but that’s nothing because the cleaning power this cleanser has! Must have for sure",2
100% satisfied.  It is extremely gentle and is more of a gel instead of a foaming cleanser.  I have dry skin and I’ve noticed that gel cleansers work better and don’t strip my skin as much as a foaming one would.  I don’t use this to remove my makeup; I use it after I’ve used a cleansing oil but any makeup residue left over always gets picked up after using this.  My skin is also very sensitive to strong fragrances and the scent of this cleanser is very toned down with a nice cucumber scent.,2
"This was recommended by Scott, my go to sales associate about anything skincare related! This moisturizer is doing great things to my skin! I typically have dry skin and in the winter it’s the worst. I’ve been using this for almost 2 weeks now and my face already looks/feels better. I highly recommend this moisturizer!!",2
"Dr. Dennis Gross Alpha Beta Extra Strength Daily Peel is the most amazing and effective exfoliating facial product I have tried in years! I really enjoyed this two step process, it felt so good to feel your face being deep cleaned like this, and it is also very satisfying to look at the cloth to see all the gunk come off your face, this product works so well, even my husband of 12 years took notice in my radiant face after using this, and you know that is a big deal! I am in love, thank you.",2
"This is the beauty-secret of every club-kid, every college student who doesn’t look like h*ll on break, every commuter, and pretty much anyone who lives, works, or travels in the Arizona to Southern California area. It rehydrates and plumps out your skin, and just feels like your face is taking a deep breath of cleaner air when you spritz. I’ve never had a problem with mascara, but if this is a concern you can just hold a piece of cardbord or a magazine--or the side of your hand--over your eyes when you spritz your face.",2
This product was recommended to me in-store. I was using the NARS Skin Mud Mask which I loved but ran out of and haven’t been able to find. I insisted on a clay mask so I walked out with this one. This mask is not thick so you’ll need to put on several layers. I usually left it on for about 20 minutes at a time and used it 2-3 times per week. I found it very difficult and time consuming to wash off. I also didn’t notice much of a difference in my complexion after regular use over a 2 month period. I have combination/reactive skin and I break out when it’s that time of the month. I didn’t notice fewer breakouts or a reduction in pores or redness associated with breakouts. Luckily it also didn’t make my skin any worse or irritate it. I bought the Glam Glow Supermud Clearing Treatment today so I’ll see how that goes.,1
"Gifted by FreshI have dry leaning sensitive skin and I absolutely love this moisturizer ! It sinks in beautifully , has a lovely light scent and makes my skin feel comfortably hydrated . It’s just a beautiful product !",2
"I received a sample of this item through Influenster to test out. I had tried the original before and thought it worked well. This is very similar. A little goes a long way so I can imagine the bottle lasting a long while. It has a bit of a lemony scent to it. I do find it to leave skin a bit tacky after use. I think it definitely hydrates skin and leaves it very supple and soft. I’m not sure if it is worth the price tag, but I think it can definitely help your skin.",1
My favorite facial wash. It feels clean but doesn’t dry out my skin. My husband shares the same cleanser as me too and it definitely last long.,2
I’m obsessed with Dermalogica products. This cleanser does an amazing job for my skin. I massage it on my dry face and eye area to melt away dirt and makeup form my skin. It also removes waterproof makeup easily. Complimentary from Dermalogica.,2
"This is one of my favorite products and I always get them when I can. Unfortunately they can be pricey but the benefits are undeniable since you can see the results.It makes my skin heavenly soft, helps lighten red spots from my acne breakouts, tones, tightens and shrinks my enlarged pores. It also helps any products you have soak in well. :) My skin is sensitive and the extra strength doesn’t irritate it at all.",2
"Did absolutely nothing for my skin.  I bought the whole line and have not seen any improvement in my skin, in fact it looks worse.  Today I woke up with a huge pimple in my laugh line which is a very unusual place for my skin.  I plan to return the entire line.  I am wondering if this is all meant for younger skin, I am mid 40’s and oily skin.  Even though I am oily I found my skin looking very tight and leathery and my pores seemed more prominent.  Definitely a fail for me.",0
I love this product it leave my face shine free the entire day! Make sure you use sunscreen after applying it because since it’s an acid it can leave spots!!,2
This is the first make-up cleaner I want to use again. Skin feels great! Easy to use. Pulse a little goes a long way.,2
"I followed the suggestion to mix C-Firma with B-Hydra. Ive been using the two serums every other day for about 3 weeks, and my skin is looking nice! I had minor dry patches, but upped my moisturizing layer and it has settled. My skin is looking plumper and I hope to see more results with continued use. The only thing I don’t like is the bottle - it’s a bit too tall to fit into my shelf but the product itself is great.",1
"It’s always exciting to try a new product. Glow Recipe has definitely been one of my top preferred brands for skincare. I also love the fact that their products are Vegan, Cruelty-free, free of Parabens, Mineral Oil, Sulfates, Silicones, Phthalates, Synthetic Dyes, Fragrances, Drying Alcohols. Many products can bother my skin, sinuses and lungs if they hold a strong “perfumey“ scent. I’m so happy that the GR products always have a very light, clean, fresh smell when using them! The Avocado Ceramide serum has a very faint cucumber scent with a thinner creamy texture. It absorbed quickly into my skin, making it instantly feel calm and smooth. I really noticed a difference after a week’s use. The area on my nose and upper cheeks was visibly less red and irritated. I will absolutely continue to use this product in my skincare routine!! Thank you Glow Recipe!! I received this product complimentary of @glowrecipe",2
Best moisturizer I have ever used definitely worth the price. My skin has never been better drunk elephant products are AMAZING.,2
"This oil is unbelievable. I put 2 drops into my moisturizer every night. It has helped get rid of acne scars along my jaw line and I have not had a deep cystic breakout since using it. Every morning my skin is so soft and smooth, and my complexion is significantly better. If you suffer from acne I highly recommend",2
I’m unsure of how I feel about this product. The first dip in and application was lovely. Such a luxurious consistency and a beautiful feel on the lips. The issue I’m having is that I feel it left my lips dry and reapplying didn’t give them extra moisture. For the price I don’t think I would repurchase.,1
I love this product. I appreciate the hand written note that came with product plus an extra surprise. Will be using this seller for future purchases of this excellent product.,2
I am not such a huge fan of this. It doesn’t rub in very nicely- takes some work to make it all blend into your face. I also don’t like how it makes my skin feel and the smell of it. What I do like about it is that it feels like a true sunscreen so I believe it is actually shielding my face from the sun whereas some other skin care line sunscreens seem too light to actually be working.,1
"I am really enjoying this product. My face wash tends to dry my skin out, but using this product has given my skin hydration and plumpness! I agree with some of the other reviewers in that it can leave you a little oily (mostly found it around my nose), but overall this product made a huge difference. After using it for one night I found that my skin felt incredibly different. Plus, I really enjoy the smell! I tested this product for free from Influenster, but my opinions are my own.",2
"Great product, made my skin so soft and radiant after the first use.",2
"The staple of my skincare and beauty collection....this stuff saved my skin. Throughout my teens, I’ve struggled with sensitive skin and acne...just as many others. I tried EVERYTHING....nothing worked! It either worsened my breakout or got rid of the pimples but made my skin so dry, the natural oils were stripped which led to more acne..I tried this for the first time last October and I immediately loved it! My mother had a bottle of this and from the moment I put it on I could see a change in how my skin felt and looked. By the time a good month or so passed, the change was drastic! The only place I still struggle with acne is my chin but even then it’s not that bad, just hormones and all that. This argan oil helps and balances out my skin. Josie Maran is my favorite cosmetics line! I first love how it’s an organic brand which knowing that what I’m putting on my skin is actually good for it helps a lot...I love her philosophy of enhancing our natural selves but not masking our beauty..I own many of her products and I love them all. Whenever I wear her makeup, all I’ve gotten was “You have such nice skin“ or “Well you don’t wear face makeup that’s just your skin right“. That’s now natural and healthy her products make your skin look and feel. Just try it! I’ve honestly never owned makeup or skincare that worked this good for me!",2
this cleansing balm is amazing. it took off my heart to take off liquid eyeliner and waterproof mascara. it’s great for sensitive skin. it did not break me out. the only thing is be careful not to get this product in your eyes because it does sting a little bit. it did not dry out my skin. it’s so easy to use you don’t need cotton rounds or anything extra. I will never go back to the other stuff. cleansing balms are so easy to use. I got this product from influenster complimentary for testing purposes.,2
"This is definitely a very creamy, smooth butter moisturizer but I didn’t feel like it actually stayed long. Maybe it’s just the texture on my face that I’m not a huge fan of but it’s great that it’s unscented. It’s not my favorite face moisturizer but it gets the job done!",1
"Felt nice, smelled nice. I have combination skin and I felt like my skin was smooth and hydrated more than normal.",1
"I wasn’t sure what to make of this mask when I first opened it.  It looks like something you’d find near a swamp.  It’s a green/blue color and smells very earthy.  But I heard good things so I poured a little out (it’s runny, be careful) and smoothed it over my skin.  I felt a slight tingle upon application and left it on for 15 mins.  This mask rinsed very easily and left my skin feeling very smooth.  My serum glided in and moisturizer sunk in like a dream.  I’ve used this mask about 5 times since and I can say I think it’s does a great job exfoliating and resurfacing.  Recommend",2
"Bought these to be able to get a GWP last week, and these are hands down the worst makeup wipes I’ve ever used. I got the mini packet of coconut wipes, and they were barely wet. I had on a super light layer of foundation (think the amount you get in a foundation sample card where all you get is a swipe of foundation), and it couldn’t even get that off. The wipes did have a nice, light coconut scent though. I just wouldn’t buy these again unless I needed a $3 item to get a GWP. They were just too dry (almost dried up) and very small (about half the size of a normal makeup wipe).",0
Dr. Dennis Gross’ Alpha Beta Extra Strength Daily Peel does exactly what it is intended to do. I was very unfamiliar with the product but was very pleasantly surprised at how well it actually worked,2
Im about to order me a second one because I LOVED it!! Im 36 years young And I need a good moisterizer. This is one of the best ones I’ve found so far. You wont regret it!!,2
"Don’t waste your money! these are overpriced and don’t even work as well as the Nexcare brand patches. Honestly these were a waste of money. I bought them because I had a full on pimple with a whitehead that I thought it would easy take care of, left it on for 10, hours and it did nothing. Cannot believe these are priced at basically $1/patch when you can get 36 Nexcare patches for $5. Seriously everyone there is nothing magical in these and I am shocked at all the positive reviews. I used these for a week on a few different spots on jawline and forehead on pimples at various stages and it did nothing. Learned my lesson, sticking with Nexcare they clearly have their product down perfectly.",0
"I received a sample of this facial cleanser with a recent purchase. I was a bit nervous to try it since I have battled acne for years and currently being followed by a dermatologist to get things under control. The cleanser has a light, whipped texture which then turns into a creamy foam when mixed with water. It removes makeup and oil nicely and leaves my skin feeling clean, but not stripped. I don’t know that this product would get acne under control if you are in the middle of a bad outbreak, but worth trying....ask for a sample!",1
This lip mask is AMAZING! The small is so good and super moisturizer. it’s worth every cent,2
"Really good product. I have a naturally tan skintone and this evens out my face to the point that no foundation is needed. I mix it with the Protini moisturizer and love the combo. With muggy and hot days, this is perfect for a no makeup day.",2
Don’t do it! Will make you break out .. I said what I said,0
"Tried this as a sample a couple times before deciding to purchase the large size. For whatever reason, I really struggled to make this work for me. My skin is normal/combination usually and I had a hard time layering anything over this. Whenever I did, it pilled, or flaked off, or clumped up, or my makeup separated over the top of it. I was hoping for something that would take the place of liquid foundation in my beauty routine and even out my skin tone. While this evened out my skin tone, it just didn’t work texturally. I tried layering it in different order, mixing it with other moisturizers, etc. and nothing worked. It just made my beauty routine more complicated. Not really sure why this didn’t work for me since a lot of others raved about it, but it didn’t so I had to return the large tub. Great concept but failed in practice. Not sure what else I can use to even out skin tone...",1
"So far so good. It hasn’t broken me out and I have sensitive skin. I use it once I get out of the shower, but it is a little sticky. Doesn’t feel bad on my skin. I didn’t notice a smell, but ingredients listed fragrance. Maybe omit it in future formulas? I received this product complimentary to test and review from Influenster.",1
I received a sample of Bareminerals Skinlongevity Long Life Herb Serum and it was great. Bareminerals is an amazing brand and this serum felt great on the skin. It left my skin feeling nice and moisturized.,1
"This is a nice moisturizer that didn’t irritate my sensitive skin, I also enjoyed that there really wasn’t a fragrance. It is lightweight but moisturizing, but a little on the pricey side. If you want to splurge I would recommend this moisturizer.",1
I used it once and my skin broke out overnight. It’s painful and red all over my face and I don’t even know what to do now. I have dry skin and no acne. I do not recommend this product to people with dry and sensitive skin.,0
"The Face Base is such an iconic product. This priming moisturizer is so moisturizing that I would definitely see this being ideal for people with a drier skin type. When I had oily skin a few years back, I felt like this was a little too heavy for my skin. I now have combination skin and I love it. A little goes a long way, so I’d start with a pea-sized amount. It gives the slightest tacky feeling, which helps the makeup to adhere, but it’s nothing obnoxious or uncomfortable. This is definitely a pricey product, but I think it’s such a nice product.",1
I absolutely love this moisturizer! I saw more difference in my skin’s elasticity and tone within a week of using it. I would have given it 5 stars but the bottle isn’t convenient for long fingernails.,1
"I have tremendously fair and sensitive skin, including rosacea and this cleanser is fantastic. Doesn’t irritate my skin, a little goes a long way and it easily takes off my eye makeup too. And it also smells nice unlike other cleansers that have a cleaning agent scent to them. Definitely recommend this product!",2
"I really wanted to love this product, but it was too drying for me. If you have dehydrated/dry skin, this aint for you, especially not in the winter. I thought my skin was gonna be fine, so I gave it a shot, but it did exactly what the reviews said. It’s sad because the product feels so fresh on your skin and it smells good (for those complaining that the smell is gross, it smells green but in a fresh pleasant way). I have really sensitive skin and it didnt cause me any trouble other than the dryness. You can also use half a pump to wash your face, its plenty, otherwise you will go throught it quickly. A bit overpriced in my opinion. I’d say its better for combo/oily skin. Theres better options out there in terms of price. Too much hype around it I think. Will probly just finish the rest of the bottle this summer, when my skin goes back to normal.",1
"This product smells sweet, just like candy, but that’s where the benefits stop. This is basically overpriced LipSmackers. It does nothing to hydrate my lips, even with morning exfoliation. I put it on before bed every day for two weeks and saw no results. Don’t waste your $",0
"This product was gifted to me by Octoly to test in exchange for my honest opinion. When I first opened this I wasn’t to sure how I felt about the way that it looked, but it works amazing. My skin has never felt so refreshing. It makes me feel like my pores are completely drained of everything and I can start with a fresh face everyday.",2
While this mask helped control oil for a few days after use it did nothing to rid blackheads or clear/prevent acne. I won’t buy it again but it was wirth the try.,0
"I have a bit of eczema on the side of my face and on both of my arms, and applying this even just once a day really helped decrease the redness, smooth away the dry bumpy texture, and heal it faster. I also have a bad habit of licking my lips during the winter, making the corners of my mouth crack and become dry and red. Applying this before bed helped soooo much",2
